"Bodemgebruik; uitgebreide gebruiksvorm, per gemeente"
""
"";"";"";"Perioden"
"Sluis-Aardenburg";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Sluis-Aardenburg";"||Totaal binnenwater";"ha";""
"Sluis-Aardenburg";"||Totaal buitenwater";"ha";""
"Smallingerland";"Totale oppervlakte";"ha";"12617"
"Smallingerland";"Totaal verkeersterrein";"ha";"375"
"Smallingerland";"||Totaal bebouwd terrein";"ha";"1538"
"Smallingerland";"||Totaal semi-bebouwd terrein";"ha";"220"
"Smallingerland";"Bouwterrein";"ha";"190"
"Smallingerland";"||Totaal recreatieterrein";"ha";"283"
"Smallingerland";"||Totaal agrarisch terrein";"ha";"8790"
"Smallingerland";"||Totaal  bos en open natuurlijk terrein";"ha";"525"
"Smallingerland";"||Totaal binnenwater";"ha";"887"
"Smallingerland";"||Totaal buitenwater";"ha";""
"Smilde";"Totale oppervlakte";"ha";""
"Smilde";"Totaal verkeersterrein";"ha";""
"Smilde";"||Totaal bebouwd terrein";"ha";""
"Smilde";"||Totaal semi-bebouwd terrein";"ha";""
"Smilde";"Bouwterrein";"ha";""
"Smilde";"||Totaal recreatieterrein";"ha";""
"Smilde";"||Totaal agrarisch terrein";"ha";""
"Smilde";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Smilde";"||Totaal binnenwater";"ha";""
"Smilde";"||Totaal buitenwater";"ha";""
"Sneek";"Totale oppervlakte";"ha";""
"Sneek";"Totaal verkeersterrein";"ha";""
"Sneek";"||Totaal bebouwd terrein";"ha";""
"Sneek";"||Totaal semi-bebouwd terrein";"ha";""
"Sneek";"Bouwterrein";"ha";""
"Sneek";"||Totaal recreatieterrein";"ha";""
"Sneek";"||Totaal agrarisch terrein";"ha";""
"Sneek";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Sneek";"||Totaal binnenwater";"ha";""
"Sneek";"||Totaal buitenwater";"ha";""
"Soest";"Totale oppervlakte";"ha";"4643"
"Soest";"Totaal verkeersterrein";"ha";"227"
"Soest";"||Totaal bebouwd terrein";"ha";"1132"
"Soest";"||Totaal semi-bebouwd terrein";"ha";"68"
"Soest";"Bouwterrein";"ha";"57"
"Soest";"||Totaal recreatieterrein";"ha";"140"
"Soest";"||Totaal agrarisch terrein";"ha";"1274"
"Soest";"||Totaal  bos en open natuurlijk terrein";"ha";"1784"
"Soest";"||Totaal binnenwater";"ha";"19"
"Soest";"||Totaal buitenwater";"ha";""
"Someren";"Totale oppervlakte";"ha";"8150"
"Someren";"Totaal verkeersterrein";"ha";"259"
"Someren";"||Totaal bebouwd terrein";"ha";"481"
"Someren";"||Totaal semi-bebouwd terrein";"ha";"29"
"Someren";"Bouwterrein";"ha";"22"
"Someren";"||Totaal recreatieterrein";"ha";"151"
"Someren";"||Totaal agrarisch terrein";"ha";"5436"
"Someren";"||Totaal  bos en open natuurlijk terrein";"ha";"1671"
"Someren";"||Totaal binnenwater";"ha";"123"
"Someren";"||Totaal buitenwater";"ha";""
"Son en Breugel";"Totale oppervlakte";"ha";"2651"
"Son en Breugel";"Totaal verkeersterrein";"ha";"120"
"Son en Breugel";"||Totaal bebouwd terrein";"ha";"650"
"Son en Breugel";"||Totaal semi-bebouwd terrein";"ha";"89"
"Son en Breugel";"Bouwterrein";"ha";"85"
"Son en Breugel";"||Totaal recreatieterrein";"ha";"74"
"Son en Breugel";"||Totaal agrarisch terrein";"ha";"1179"
"Son en Breugel";"||Totaal  bos en open natuurlijk terrein";"ha";"484"
"Son en Breugel";"||Totaal binnenwater";"ha";"56"
"Son en Breugel";"||Totaal buitenwater";"ha";""
"Spijkenisse";"Totale oppervlakte";"ha";""
"Spijkenisse";"Totaal verkeersterrein";"ha";""
"Spijkenisse";"||Totaal bebouwd terrein";"ha";""
"Spijkenisse";"||Totaal semi-bebouwd terrein";"ha";""
"Spijkenisse";"Bouwterrein";"ha";""
"Spijkenisse";"||Totaal recreatieterrein";"ha";""
"Spijkenisse";"||Totaal agrarisch terrein";"ha";""
"Spijkenisse";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Spijkenisse";"||Totaal binnenwater";"ha";""
"Spijkenisse";"||Totaal buitenwater";"ha";""
"Sprang-Capelle";"Totale oppervlakte";"ha";""
"Sprang-Capelle";"Totaal verkeersterrein";"ha";""
"Sprang-Capelle";"||Totaal bebouwd terrein";"ha";""
"Sprang-Capelle";"||Totaal semi-bebouwd terrein";"ha";""
"Sprang-Capelle";"Bouwterrein";"ha";""
"Sprang-Capelle";"||Totaal recreatieterrein";"ha";""
"Sprang-Capelle";"||Totaal agrarisch terrein";"ha";""
"Sprang-Capelle";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Sprang-Capelle";"||Totaal binnenwater";"ha";""
"Sprang-Capelle";"||Totaal buitenwater";"ha";""
"Stad Delden";"Totale oppervlakte";"ha";""
"Stad Delden";"Totaal verkeersterrein";"ha";""
"Stad Delden";"||Totaal bebouwd terrein";"ha";""
"Stad Delden";"||Totaal semi-bebouwd terrein";"ha";""
"Stad Delden";"Bouwterrein";"ha";""
"Stad Delden";"||Totaal recreatieterrein";"ha";""
"Stad Delden";"||Totaal agrarisch terrein";"ha";""
"Stad Delden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Stad Delden";"||Totaal binnenwater";"ha";""
"Stad Delden";"||Totaal buitenwater";"ha";""
"Stadskanaal";"Totale oppervlakte";"ha";"11994"
"Stadskanaal";"Totaal verkeersterrein";"ha";"363"
"Stadskanaal";"||Totaal bebouwd terrein";"ha";"1089"
"Stadskanaal";"||Totaal semi-bebouwd terrein";"ha";"97"
"Stadskanaal";"Bouwterrein";"ha";"66"
"Stadskanaal";"||Totaal recreatieterrein";"ha";"241"
"Stadskanaal";"||Totaal agrarisch terrein";"ha";"9290"
"Stadskanaal";"||Totaal  bos en open natuurlijk terrein";"ha";"684"
"Stadskanaal";"||Totaal binnenwater";"ha";"230"
"Stadskanaal";"||Totaal buitenwater";"ha";""
"Standdaarbuiten";"Totale oppervlakte";"ha";""
"Standdaarbuiten";"Totaal verkeersterrein";"ha";""
"Standdaarbuiten";"||Totaal bebouwd terrein";"ha";""
"Standdaarbuiten";"||Totaal semi-bebouwd terrein";"ha";""
"Standdaarbuiten";"Bouwterrein";"ha";""
"Standdaarbuiten";"||Totaal recreatieterrein";"ha";""
"Standdaarbuiten";"||Totaal agrarisch terrein";"ha";""
"Standdaarbuiten";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Standdaarbuiten";"||Totaal binnenwater";"ha";""
"Standdaarbuiten";"||Totaal buitenwater";"ha";""
"Staphorst";"Totale oppervlakte";"ha";"13569"
"Staphorst";"Totaal verkeersterrein";"ha";"452"
"Staphorst";"||Totaal bebouwd terrein";"ha";"463"
"Staphorst";"||Totaal semi-bebouwd terrein";"ha";"43"
"Staphorst";"Bouwterrein";"ha";"30"
"Staphorst";"||Totaal recreatieterrein";"ha";"111"
"Staphorst";"||Totaal agrarisch terrein";"ha";"11165"
"Staphorst";"||Totaal  bos en open natuurlijk terrein";"ha";"1164"
"Staphorst";"||Totaal binnenwater";"ha";"170"
"Staphorst";"||Totaal buitenwater";"ha";""
"Stede Broec";"Totale oppervlakte";"ha";"1637"
"Stede Broec";"Totaal verkeersterrein";"ha";"56"
"Stede Broec";"||Totaal bebouwd terrein";"ha";"444"
"Stede Broec";"||Totaal semi-bebouwd terrein";"ha";"30"
"Stede Broec";"Bouwterrein";"ha";"23"
"Stede Broec";"||Totaal recreatieterrein";"ha";"173"
"Stede Broec";"||Totaal agrarisch terrein";"ha";"712"
"Stede Broec";"||Totaal  bos en open natuurlijk terrein";"ha";"35"
"Stede Broec";"||Totaal binnenwater";"ha";"187"
"Stede Broec";"||Totaal buitenwater";"ha";""
"Steenbergen";"Totale oppervlakte";"ha";"15914"
"Steenbergen";"Totaal verkeersterrein";"ha";"457"
"Steenbergen";"||Totaal bebouwd terrein";"ha";"655"
"Steenbergen";"||Totaal semi-bebouwd terrein";"ha";"150"
"Steenbergen";"Bouwterrein";"ha";"97"
"Steenbergen";"||Totaal recreatieterrein";"ha";"111"
"Steenbergen";"||Totaal agrarisch terrein";"ha";"12442"
"Steenbergen";"||Totaal  bos en open natuurlijk terrein";"ha";"827"
"Steenbergen";"||Totaal binnenwater";"ha";"1272"
"Steenbergen";"||Totaal buitenwater";"ha";""
"Steenderen";"Totale oppervlakte";"ha";""
"Steenderen";"Totaal verkeersterrein";"ha";""
"Steenderen";"||Totaal bebouwd terrein";"ha";""
"Steenderen";"||Totaal semi-bebouwd terrein";"ha";""
"Steenderen";"Bouwterrein";"ha";""
"Steenderen";"||Totaal recreatieterrein";"ha";""
"Steenderen";"||Totaal agrarisch terrein";"ha";""
"Steenderen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Steenderen";"||Totaal binnenwater";"ha";""
"Steenderen";"||Totaal buitenwater";"ha";""
"Steenwijk";"Totale oppervlakte";"ha";""
"Steenwijk";"Totaal verkeersterrein";"ha";""
"Steenwijk";"||Totaal bebouwd terrein";"ha";""
"Steenwijk";"||Totaal semi-bebouwd terrein";"ha";""
"Steenwijk";"Bouwterrein";"ha";""
"Steenwijk";"||Totaal recreatieterrein";"ha";""
"Steenwijk";"||Totaal agrarisch terrein";"ha";""
"Steenwijk";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Steenwijk";"||Totaal binnenwater";"ha";""
"Steenwijk";"||Totaal buitenwater";"ha";""
"Steenwijkerland";"Totale oppervlakte";"ha";"32159"
"Steenwijkerland";"Totaal verkeersterrein";"ha";"657"
"Steenwijkerland";"||Totaal bebouwd terrein";"ha";"1175"
"Steenwijkerland";"||Totaal semi-bebouwd terrein";"ha";"238"
"Steenwijkerland";"Bouwterrein";"ha";"204"
"Steenwijkerland";"||Totaal recreatieterrein";"ha";"460"
"Steenwijkerland";"||Totaal agrarisch terrein";"ha";"19000"
"Steenwijkerland";"||Totaal  bos en open natuurlijk terrein";"ha";"7295"
"Steenwijkerland";"||Totaal binnenwater";"ha";"3332"
"Steenwijkerland";"||Totaal buitenwater";"ha";""
"Stein (L.)";"Totale oppervlakte";"ha";"2280"
"Stein (L.)";"Totaal verkeersterrein";"ha";"103"
"Stein (L.)";"||Totaal bebouwd terrein";"ha";"732"
"Stein (L.)";"||Totaal semi-bebouwd terrein";"ha";"95"
"Stein (L.)";"Bouwterrein";"ha";"9"
"Stein (L.)";"||Totaal recreatieterrein";"ha";"124"
"Stein (L.)";"||Totaal agrarisch terrein";"ha";"951"
"Stein (L.)";"||Totaal  bos en open natuurlijk terrein";"ha";"104"
"Stein (L.)";"||Totaal binnenwater";"ha";"172"
"Stein (L.)";"||Totaal buitenwater";"ha";""
"Stichtse Vecht";"Totale oppervlakte";"ha";"10682"
"Stichtse Vecht";"Totaal verkeersterrein";"ha";"559"
"Stichtse Vecht";"||Totaal bebouwd terrein";"ha";"1085"
"Stichtse Vecht";"||Totaal semi-bebouwd terrein";"ha";"35"
"Stichtse Vecht";"Bouwterrein";"ha";"22"
"Stichtse Vecht";"||Totaal recreatieterrein";"ha";"371"
"Stichtse Vecht";"||Totaal agrarisch terrein";"ha";"7121"
"Stichtse Vecht";"||Totaal  bos en open natuurlijk terrein";"ha";"440"
"Stichtse Vecht";"||Totaal binnenwater";"ha";"1072"
"Stichtse Vecht";"||Totaal buitenwater";"ha";""
"Stramproy";"Totale oppervlakte";"ha";""
"Stramproy";"Totaal verkeersterrein";"ha";""
"Stramproy";"||Totaal bebouwd terrein";"ha";""
"Stramproy";"||Totaal semi-bebouwd terrein";"ha";""
"Stramproy";"Bouwterrein";"ha";""
"Stramproy";"||Totaal recreatieterrein";"ha";""
"Stramproy";"||Totaal agrarisch terrein";"ha";""
"Stramproy";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Stramproy";"||Totaal binnenwater";"ha";""
"Stramproy";"||Totaal buitenwater";"ha";""
"Strijen";"Totale oppervlakte";"ha";"5770"
"Strijen";"Totaal verkeersterrein";"ha";"155"
"Strijen";"||Totaal bebouwd terrein";"ha";"196"
"Strijen";"||Totaal semi-bebouwd terrein";"ha";"20"
"Strijen";"Bouwterrein";"ha";"10"
"Strijen";"||Totaal recreatieterrein";"ha";"53"
"Strijen";"||Totaal agrarisch terrein";"ha";"4312"
"Strijen";"||Totaal  bos en open natuurlijk terrein";"ha";"303"
"Strijen";"||Totaal binnenwater";"ha";"731"
"Strijen";"||Totaal buitenwater";"ha";""
"Súdwest-Fryslân";"Totale oppervlakte";"ha";"83872"
"Súdwest-Fryslân";"Totaal verkeersterrein";"ha";"1290"
"Súdwest-Fryslân";"||Totaal bebouwd terrein";"ha";"2314"
"Súdwest-Fryslân";"||Totaal semi-bebouwd terrein";"ha";"470"
"Súdwest-Fryslân";"Bouwterrein";"ha";"230"
"Súdwest-Fryslân";"||Totaal recreatieterrein";"ha";"821"
"Súdwest-Fryslân";"||Totaal agrarisch terrein";"ha";"39338"
"Súdwest-Fryslân";"||Totaal  bos en open natuurlijk terrein";"ha";"1256"
"Súdwest-Fryslân";"||Totaal binnenwater";"ha";"37738"
"Súdwest-Fryslân";"||Totaal buitenwater";"ha";"645"
"Susteren";"Totale oppervlakte";"ha";""
"Susteren";"Totaal verkeersterrein";"ha";""
"Susteren";"||Totaal bebouwd terrein";"ha";""
"Susteren";"||Totaal semi-bebouwd terrein";"ha";""
"Susteren";"Bouwterrein";"ha";""
"Susteren";"||Totaal recreatieterrein";"ha";""
"Susteren";"||Totaal agrarisch terrein";"ha";""
"Susteren";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Susteren";"||Totaal binnenwater";"ha";""
"Susteren";"||Totaal buitenwater";"ha";""
"Swalmen";"Totale oppervlakte";"ha";""
"Swalmen";"Totaal verkeersterrein";"ha";""
"Swalmen";"||Totaal bebouwd terrein";"ha";""
"Swalmen";"||Totaal semi-bebouwd terrein";"ha";""
"Swalmen";"Bouwterrein";"ha";""
"Swalmen";"||Totaal recreatieterrein";"ha";""
"Swalmen";"||Totaal agrarisch terrein";"ha";""
"Swalmen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Swalmen";"||Totaal binnenwater";"ha";""
"Swalmen";"||Totaal buitenwater";"ha";""
"Tegelen";"Totale oppervlakte";"ha";""
"Tegelen";"Totaal verkeersterrein";"ha";""
"Tegelen";"||Totaal bebouwd terrein";"ha";""
"Tegelen";"||Totaal semi-bebouwd terrein";"ha";""
"Tegelen";"Bouwterrein";"ha";""
"Tegelen";"||Totaal recreatieterrein";"ha";""
"Tegelen";"||Totaal agrarisch terrein";"ha";""
"Tegelen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Tegelen";"||Totaal binnenwater";"ha";""
"Tegelen";"||Totaal buitenwater";"ha";""
"Terheijden";"Totale oppervlakte";"ha";""
"Terheijden";"Totaal verkeersterrein";"ha";""
"Terheijden";"||Totaal bebouwd terrein";"ha";""
"Terheijden";"||Totaal semi-bebouwd terrein";"ha";""
"Terheijden";"Bouwterrein";"ha";""
"Terheijden";"||Totaal recreatieterrein";"ha";""
"Terheijden";"||Totaal agrarisch terrein";"ha";""
"Terheijden";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Terheijden";"||Totaal binnenwater";"ha";""
"Terheijden";"||Totaal buitenwater";"ha";""
"Terneuzen";"Totale oppervlakte";"ha";"31776"
"Terneuzen";"Totaal verkeersterrein";"ha";"1056"
"Terneuzen";"||Totaal bebouwd terrein";"ha";"2250"
"Terneuzen";"||Totaal semi-bebouwd terrein";"ha";"694"
"Terneuzen";"Bouwterrein";"ha";"563"
"Terneuzen";"||Totaal recreatieterrein";"ha";"358"
"Terneuzen";"||Totaal agrarisch terrein";"ha";"19653"
"Terneuzen";"||Totaal  bos en open natuurlijk terrein";"ha";"1027"
"Terneuzen";"||Totaal binnenwater";"ha";"1064"
"Terneuzen";"||Totaal buitenwater";"ha";"5674"
"Terschelling";"Totale oppervlakte";"ha";"67399"
"Terschelling";"Totaal verkeersterrein";"ha";"68"
"Terschelling";"||Totaal bebouwd terrein";"ha";"129"
"Terschelling";"||Totaal semi-bebouwd terrein";"ha";"28"
"Terschelling";"Bouwterrein";"ha";"3"
"Terschelling";"||Totaal recreatieterrein";"ha";"195"
"Terschelling";"||Totaal agrarisch terrein";"ha";"1368"
"Terschelling";"||Totaal  bos en open natuurlijk terrein";"ha";"6738"
"Terschelling";"||Totaal binnenwater";"ha";"66"
"Terschelling";"||Totaal buitenwater";"ha";"58807"
"Teteringen";"Totale oppervlakte";"ha";""
"Teteringen";"Totaal verkeersterrein";"ha";""
"Teteringen";"||Totaal bebouwd terrein";"ha";""
"Teteringen";"||Totaal semi-bebouwd terrein";"ha";""
"Teteringen";"Bouwterrein";"ha";""
"Teteringen";"||Totaal recreatieterrein";"ha";""
"Teteringen";"||Totaal agrarisch terrein";"ha";""
"Teteringen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Teteringen";"||Totaal binnenwater";"ha";""
"Teteringen";"||Totaal buitenwater";"ha";""
"Texel";"Totale oppervlakte";"ha";"46316"
"Texel";"Totaal verkeersterrein";"ha";"338"
"Texel";"||Totaal bebouwd terrein";"ha";"386"
"Texel";"||Totaal semi-bebouwd terrein";"ha";"68"
"Texel";"Bouwterrein";"ha";"10"
"Texel";"||Totaal recreatieterrein";"ha";"611"
"Texel";"||Totaal agrarisch terrein";"ha";"10002"
"Texel";"||Totaal  bos en open natuurlijk terrein";"ha";"4795"
"Texel";"||Totaal binnenwater";"ha";"266"
"Texel";"||Totaal buitenwater";"ha";"29850"
"Teylingen";"Totale oppervlakte";"ha";"3349"
"Teylingen";"Totaal verkeersterrein";"ha";"130"
"Teylingen";"||Totaal bebouwd terrein";"ha";"633"
"Teylingen";"||Totaal semi-bebouwd terrein";"ha";"32"
"Teylingen";"Bouwterrein";"ha";"30"
"Teylingen";"||Totaal recreatieterrein";"ha";"213"
"Teylingen";"||Totaal agrarisch terrein";"ha";"1758"
"Teylingen";"||Totaal  bos en open natuurlijk terrein";"ha";"72"
"Teylingen";"||Totaal binnenwater";"ha";"510"
"Teylingen";"||Totaal buitenwater";"ha";""
"Tholen";"Totale oppervlakte";"ha";"25400"
"Tholen";"Totaal verkeersterrein";"ha";"573"
"Tholen";"||Totaal bebouwd terrein";"ha";"577"
"Tholen";"||Totaal semi-bebouwd terrein";"ha";"228"
"Tholen";"Bouwterrein";"ha";"86"
"Tholen";"||Totaal recreatieterrein";"ha";"173"
"Tholen";"||Totaal agrarisch terrein";"ha";"11965"
"Tholen";"||Totaal  bos en open natuurlijk terrein";"ha";"1154"
"Tholen";"||Totaal binnenwater";"ha";"1558"
"Tholen";"||Totaal buitenwater";"ha";"9172"
"Thorn";"Totale oppervlakte";"ha";""
"Thorn";"Totaal verkeersterrein";"ha";""
"Thorn";"||Totaal bebouwd terrein";"ha";""
"Thorn";"||Totaal semi-bebouwd terrein";"ha";""
"Thorn";"Bouwterrein";"ha";""
"Thorn";"||Totaal recreatieterrein";"ha";""
"Thorn";"||Totaal agrarisch terrein";"ha";""
"Thorn";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Thorn";"||Totaal binnenwater";"ha";""
"Thorn";"||Totaal buitenwater";"ha";""
"Tiel";"Totale oppervlakte";"ha";"3551"
"Tiel";"Totaal verkeersterrein";"ha";"232"
"Tiel";"||Totaal bebouwd terrein";"ha";"1037"
"Tiel";"||Totaal semi-bebouwd terrein";"ha";"87"
"Tiel";"Bouwterrein";"ha";"69"
"Tiel";"||Totaal recreatieterrein";"ha";"146"
"Tiel";"||Totaal agrarisch terrein";"ha";"1764"
"Tiel";"||Totaal  bos en open natuurlijk terrein";"ha";"23"
"Tiel";"||Totaal binnenwater";"ha";"263"
"Tiel";"||Totaal buitenwater";"ha";""
"Tilburg";"Totale oppervlakte";"ha";"11915"
"Tilburg";"Totaal verkeersterrein";"ha";"614"
"Tilburg";"||Totaal bebouwd terrein";"ha";"4061"
"Tilburg";"||Totaal semi-bebouwd terrein";"ha";"517"
"Tilburg";"Bouwterrein";"ha";"403"
"Tilburg";"||Totaal recreatieterrein";"ha";"773"
"Tilburg";"||Totaal agrarisch terrein";"ha";"3842"
"Tilburg";"||Totaal  bos en open natuurlijk terrein";"ha";"1900"
"Tilburg";"||Totaal binnenwater";"ha";"209"
"Tilburg";"||Totaal buitenwater";"ha";""
"Tubbergen";"Totale oppervlakte";"ha";"14744"
"Tubbergen";"Totaal verkeersterrein";"ha";"334"
"Tubbergen";"||Totaal bebouwd terrein";"ha";"457"
"Tubbergen";"||Totaal semi-bebouwd terrein";"ha";"38"
"Tubbergen";"Bouwterrein";"ha";"27"
"Tubbergen";"||Totaal recreatieterrein";"ha";"149"
"Tubbergen";"||Totaal agrarisch terrein";"ha";"12585"
"Tubbergen";"||Totaal  bos en open natuurlijk terrein";"ha";"1138"
"Tubbergen";"||Totaal binnenwater";"ha";"44"
"Tubbergen";"||Totaal buitenwater";"ha";""
"Twenterand";"Totale oppervlakte";"ha";"10814"
"Twenterand";"Totaal verkeersterrein";"ha";"323"
"Twenterand";"||Totaal bebouwd terrein";"ha";"930"
"Twenterand";"||Totaal semi-bebouwd terrein";"ha";"82"
"Twenterand";"Bouwterrein";"ha";"46"
"Twenterand";"||Totaal recreatieterrein";"ha";"118"
"Twenterand";"||Totaal agrarisch terrein";"ha";"7938"
"Twenterand";"||Totaal  bos en open natuurlijk terrein";"ha";"1226"
"Twenterand";"||Totaal binnenwater";"ha";"196"
"Twenterand";"||Totaal buitenwater";"ha";""
"Tynaarlo";"Totale oppervlakte";"ha";"14770"
"Tynaarlo";"Totaal verkeersterrein";"ha";"443"
"Tynaarlo";"||Totaal bebouwd terrein";"ha";"1114"
"Tynaarlo";"||Totaal semi-bebouwd terrein";"ha";"100"
"Tynaarlo";"Bouwterrein";"ha";"64"
"Tynaarlo";"||Totaal recreatieterrein";"ha";"319"
"Tynaarlo";"||Totaal agrarisch terrein";"ha";"10861"
"Tynaarlo";"||Totaal  bos en open natuurlijk terrein";"ha";"1464"
"Tynaarlo";"||Totaal binnenwater";"ha";"470"
"Tynaarlo";"||Totaal buitenwater";"ha";""
"Tytsjerksteradiel";"Totale oppervlakte";"ha";"16141"
"Tytsjerksteradiel";"Totaal verkeersterrein";"ha";"375"
"Tytsjerksteradiel";"||Totaal bebouwd terrein";"ha";"992"
"Tytsjerksteradiel";"||Totaal semi-bebouwd terrein";"ha";"192"
"Tytsjerksteradiel";"Bouwterrein";"ha";"118"
"Tytsjerksteradiel";"||Totaal recreatieterrein";"ha";"280"
"Tytsjerksteradiel";"||Totaal agrarisch terrein";"ha";"12086"
"Tytsjerksteradiel";"||Totaal  bos en open natuurlijk terrein";"ha";"963"
"Tytsjerksteradiel";"||Totaal binnenwater";"ha";"1254"
"Tytsjerksteradiel";"||Totaal buitenwater";"ha";""
"Ubbergen";"Totale oppervlakte";"ha";""
"Ubbergen";"Totaal verkeersterrein";"ha";""
"Ubbergen";"||Totaal bebouwd terrein";"ha";""
"Ubbergen";"||Totaal semi-bebouwd terrein";"ha";""
"Ubbergen";"Bouwterrein";"ha";""
"Ubbergen";"||Totaal recreatieterrein";"ha";""
"Ubbergen";"||Totaal agrarisch terrein";"ha";""
"Ubbergen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Ubbergen";"||Totaal binnenwater";"ha";""
"Ubbergen";"||Totaal buitenwater";"ha";""
"Uden";"Totale oppervlakte";"ha";"6753"
"Uden";"Totaal verkeersterrein";"ha";"374"
"Uden";"||Totaal bebouwd terrein";"ha";"1061"
"Uden";"||Totaal semi-bebouwd terrein";"ha";"135"
"Uden";"Bouwterrein";"ha";"110"
"Uden";"||Totaal recreatieterrein";"ha";"225"
"Uden";"||Totaal agrarisch terrein";"ha";"4114"
"Uden";"||Totaal  bos en open natuurlijk terrein";"ha";"790"
"Uden";"||Totaal binnenwater";"ha";"53"
"Uden";"||Totaal buitenwater";"ha";""
"Udenhout";"Totale oppervlakte";"ha";""
"Udenhout";"Totaal verkeersterrein";"ha";""
"Udenhout";"||Totaal bebouwd terrein";"ha";""
"Udenhout";"||Totaal semi-bebouwd terrein";"ha";""
"Udenhout";"Bouwterrein";"ha";""
"Udenhout";"||Totaal recreatieterrein";"ha";""
"Udenhout";"||Totaal agrarisch terrein";"ha";""
"Udenhout";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Udenhout";"||Totaal binnenwater";"ha";""
"Udenhout";"||Totaal buitenwater";"ha";""
"Uitgeest";"Totale oppervlakte";"ha";"2229"
"Uitgeest";"Totaal verkeersterrein";"ha";"93"
"Uitgeest";"||Totaal bebouwd terrein";"ha";"228"
"Uitgeest";"||Totaal semi-bebouwd terrein";"ha";"9"
"Uitgeest";"Bouwterrein";"ha";"8"
"Uitgeest";"||Totaal recreatieterrein";"ha";"57"
"Uitgeest";"||Totaal agrarisch terrein";"ha";"1475"
"Uitgeest";"||Totaal  bos en open natuurlijk terrein";"ha";"54"
"Uitgeest";"||Totaal binnenwater";"ha";"313"
"Uitgeest";"||Totaal buitenwater";"ha";""
"Uithoorn";"Totale oppervlakte";"ha";"1942"
"Uithoorn";"Totaal verkeersterrein";"ha";"63"
"Uithoorn";"||Totaal bebouwd terrein";"ha";"569"
"Uithoorn";"||Totaal semi-bebouwd terrein";"ha";"66"
"Uithoorn";"Bouwterrein";"ha";"62"
"Uithoorn";"||Totaal recreatieterrein";"ha";"118"
"Uithoorn";"||Totaal agrarisch terrein";"ha";"989"
"Uithoorn";"||Totaal  bos en open natuurlijk terrein";"ha";"8"
"Uithoorn";"||Totaal binnenwater";"ha";"128"
"Uithoorn";"||Totaal buitenwater";"ha";""
"Urk";"Totale oppervlakte";"ha";"10991"
"Urk";"Totaal verkeersterrein";"ha";"30"
"Urk";"||Totaal bebouwd terrein";"ha";"364"
"Urk";"||Totaal semi-bebouwd terrein";"ha";"64"
"Urk";"Bouwterrein";"ha";"53"
"Urk";"||Totaal recreatieterrein";"ha";"74"
"Urk";"||Totaal agrarisch terrein";"ha";"408"
